"","Name","classId","MeshClass"
"516","tolcapone","D000978","Antiparkinson Agents"
"517","tolcapone","D004791","Enzyme Inhibitors"
"518","Fluorometholone","D000893","Anti-Inflammatory Agents"
"519","Fluorometholone","D005938","Glucocorticoids"
"520","Fluorometholone","D018926","Anti-Allergic Agents"
"521","Nitroprusside","D000959","Antihypertensive Agents"
"522","Nitroprusside","D014665","Vasodilator Agents"
"523","Nitroprusside","D020030","Nitric Oxide Donors"
"524","Calcium","N0000175901","Calcium"
"525","Calcium","N0000175597","Phosphate Binder"
"526","Calcium","N0000175597","Phosphate Binder"
"527","Calcium","N0000175901","Calcium"
"528","Calcium","N0000006512","Calcium"
"529","Calcium","N0000006512","Calcium"
"530","Calcium","N0000006512","Calcium"
"531","Calcium","N0000020074","Phosphate Chelating Activity"
"532","Calcium","N0000020074","Phosphate Chelating Activity"
"533","Hydromorphone","D000701","Analgesics, Opioid"
"534","Hydromorphone","D009294","Narcotics"
"535","Indomethacin","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"536","Indomethacin","D002317","Cardiovascular Agents"
"537","Indomethacin","D006074","Gout Suppressants"
"538","Indomethacin","D015149","Tocolytic Agents"
"539","Indomethacin","D016861","Cyclooxygenase Inhibitors"
"540","Ethambutol","D000995","Antitubercular Agents"
"541","Metformin","D007004","Hypoglycemic Agents"
"542","Ipratropium","D001993","Bronchodilator Agents"
"543","Ipratropium","D018680","Cholinergic Antagonists"
"544","Ipratropium","N0000000617","Bronchial Spasm"
"545","Ipratropium","N0000000622","Bronchitis"
"546","Ipratropium","N0000000999","Drug Hypersensitivity"
"547","Ipratropium","N0000001881","Lung Diseases, Obstructive"
"548","Ipratropium","N0000002542","Pulmonary Emphysema"
"549","Ipratropium","N0000002635","Rhinitis, Allergic, Perennial"
"550","Ipratropium","N0000002637","Rhinitis, Vasomotor"
"551","Ipratropium","N0000175574","Anticholinergic"
"552","Ipratropium","N0000175574","Anticholinergic"
"553","Ipratropium","N0000007222","Ipratropium"
"554","Ipratropium","N0000175370","Cholinergic Antagonists"
"555","Ipratropium","N0000000125","Cholinergic Muscarinic Antagonists"
"556","Ipratropium","N0000175370","Cholinergic Antagonists"
"557","Ipratropium","N0000008322","Bronchodilation"
"558","Ipratropium","N0000008779","Decreased Parasympathetic Acetylcholine Activity"
"559","Methadone","D000701","Analgesics, Opioid"
"560","Methadone","D000996","Antitussive Agents"
"561","Methadone","D009294","Narcotics"
"562","olanzapine","D000932","Antiemetics"
"563","olanzapine","D014150","Antipsychotic Agents"
"564","olanzapine","D017367","Serotonin Uptake Inhibitors"
"565","Atenolol","D000889","Anti-Arrhythmia Agents"
"566","Atenolol","D000959","Antihypertensive Agents"
"567","Atenolol","D013565","Sympatholytics"
"568","Atenolol","D058671","Adrenergic beta-1 Receptor Antagonists"
"569","Pimecrolimus","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"570","Pimecrolimus","D003879","Dermatologic Agents"
"571","Pimecrolimus","D007166","Immunosuppressive Agents"
"572","Omeprazole","D000897","Anti-Ulcer Agents"
"573","Omeprazole","D054328","Proton Pump Inhibitors"
"574","Pyrazinamide","D000995","Antitubercular Agents"
"575","Cetirizine","D018926","Anti-Allergic Agents"
"576","Cetirizine","D039563","Histamine H1 Antagonists, Non-Sedating"
"577","Diltiazem","D000959","Antihypertensive Agents"
"578","Diltiazem","D002121","Calcium Channel Blockers"
"579","Diltiazem","D002317","Cardiovascular Agents"
"580","Diltiazem","D014665","Vasodilator Agents"
"581","Protriptyline","D000929","Antidepressive Agents, Tricyclic"
"582","Protriptyline","D018759","Adrenergic Uptake Inhibitors"
"583","alfuzosin","D058668","Adrenergic alpha-1 Receptor Antagonists"
"584","alfuzosin","D064804","Urological Agents"
"585","Trimethadione","D000927","Anticonvulsants"
"586","nitisinone","D004791","Enzyme Inhibitors"
"587","clobazam","D000927","Anticonvulsants"
"588","Minoxidil","D000959","Antihypertensive Agents"
"589","Minoxidil","D014665","Vasodilator Agents"
"590","Megestrol","D003280","Contraceptives, Oral, Synthetic"
"591","Megestrol","D018931","Antineoplastic Agents, Hormonal"
"592","Megestrol","G03AC","Progestogens"
"593","Megestrol","G03DB","Pregnadien derivatives"
"594","Megestrol","L02AB","Progestogens"
"595","Megestrol","N0000000421","Anorexia"
"596","Megestrol","N0000000612","Breast Neoplasms"
"597","Megestrol","N0000000641","Cachexia"
"598","Megestrol","N0000000999","Drug Hypersensitivity"
"599","Megestrol","N0000003502","Endometrial Neoplasms"
"600","Megestrol","N0000010195","Pregnancy"
"601","Megestrol","N0000175602","Progestin"
"602","Megestrol","N0000175602","Progestin"
"603","Megestrol","N0000007795","Megestrol"
"604","Megestrol","N0000011301","Progesterone Congeners"
"605","Megestrol","N0000011301","Progesterone Congeners"
"606","Megestrol","N0000000145","Estrogen Receptor Antagonists"
"607","Megestrol","N0000000185","Progestational Hormone Receptor Agonists"
"608","Megestrol","N0000009930","Decreased Luteinizing Hormone Secretion"
"609","buclizine","D006633","Histamine Antagonists"
"610","Aztreonam","D000900","Anti-Bacterial Agents"
"611","Chlorzoxazone","D009125","Muscle Relaxants, Central"
"612","Aminoglutethimide","D018931","Antineoplastic Agents, Hormonal"
"613","Aminoglutethimide","D047072","Aromatase Inhibitors"
"614","Mefloquine","D000962","Antimalarials"
"615","Sulfadiazine","D000890","Anti-Infective Agents"
"616","Sulfadiazine","D000981","Antiprotozoal Agents"
"617","Sulfadiazine","D003049","Coccidiostats"
"618","vinorelbine","D000972","Antineoplastic Agents, Phytogenic"
"619","anidulafungin","D000935","Antifungal Agents"
"620","Clozapine","D012702","Serotonin Antagonists"
"621","Clozapine","D014150","Antipsychotic Agents"
"622","Clozapine","D018756","GABA Antagonists"
"623","Sucralfate","D000897","Anti-Ulcer Agents"
"624","Doxylamine","D000932","Antiemetics"
"625","Doxylamine","D006634","Histamine H1 Antagonists"
"626","Levonorgestrel","D003271","Contraceptive Agents, Female"
"627","Levonorgestrel","D003280","Contraceptives, Oral, Synthetic"
"628","Norepinephrine","D000316","Adrenergic alpha-Agonists"
"629","Norepinephrine","D013566","Sympathomimetics"
"630","Norepinephrine","D014662","Vasoconstrictor Agents"
"631","Cidofovir","D000998","Antiviral Agents"
"632","Mirtazapine","D000317","Adrenergic alpha-Antagonists"
"633","Mirtazapine","D000929","Antidepressive Agents, Tricyclic"
"634","Mirtazapine","D006634","Histamine H1 Antagonists"
"635","Meprobamate","D000927","Anticonvulsants"
"636","Meprobamate","D006993","Hypnotics and Sedatives"
"637","Meprobamate","D009125","Muscle Relaxants, Central"
"638","Meprobamate","D014151","Anti-Anxiety Agents"
"639","Timolol","D000319","Adrenergic beta-Antagonists"
"640","Timolol","D000889","Anti-Arrhythmia Agents"
"641","Timolol","D000959","Antihypertensive Agents"
"642","Treprostinil","D000959","Antihypertensive Agents"
"643","Colestipol","D000960","Hypolipidemic Agents"
"644","Colestipol","D064449","Sequestering Agents"
"645","Trihexyphenidyl","D000978","Antiparkinson Agents"
"646","Trihexyphenidyl","D018727","Muscarinic Antagonists"
"647","palonosetron","D012702","Serotonin Antagonists"
"648","Dydrogesterone","D011372","Progestins"
"649","Mexiletine","D000889","Anti-Arrhythmia Agents"
"650","Mexiletine","D061567","Voltage-Gated Sodium Channel Blockers"
"651","Dexrazoxane","D000970","Antineoplastic Agents"
"652","Dexrazoxane","D002316","Cardiotonic Agents"
"653","Dexrazoxane","D059005","Topoisomerase II Inhibitors"
"654","Amlodipine","D000959","Antihypertensive Agents"
"655","Amlodipine","D002121","Calcium Channel Blockers"
"656","Amlodipine","D014665","Vasodilator Agents"
"657","Triamterene","D004232","Diuretics"
"658","Triamterene","D062686","Epithelial Sodium Channel Blockers"
"659","valrubicin","D000970","Antineoplastic Agents"
"660","valrubicin","D059005","Topoisomerase II Inhibitors"
"661","Procyclidine","D000978","Antiparkinson Agents"
"662","Procyclidine","D018727","Muscarinic Antagonists"
"663","Phenylephrine","D002316","Cardiotonic Agents"
"664","Phenylephrine","D009184","Mydriatics"
"665","Phenylephrine","D013566","Sympathomimetics"
"666","Phenylephrine","D014662","Vasoconstrictor Agents"
"667","Phenylephrine","D014663","Nasal Decongestants"
"668","Phenylephrine","D058646","Adrenergic alpha-1 Receptor Agonists"
"669","Carbimazole","D013956","Antithyroid Agents"
"670","Digoxin","D000889","Anti-Arrhythmia Agents"
"671","Digoxin","D002316","Cardiotonic Agents"
"672","Digoxin","D004791","Enzyme Inhibitors"
"673","Sulpiride","D014150","Antipsychotic Agents"
"674","Sulpiride","D018492","Dopamine Antagonists"
"675","Sulpiride","D018687","Antidepressive Agents, Second-Generation"
"676","Nimodipine","D000959","Antihypertensive Agents"
"677","Nimodipine","D002121","Calcium Channel Blockers"
"678","Nimodipine","D014665","Vasodilator Agents"
"679","Beclomethasone","D000893","Anti-Inflammatory Agents"
"680","Beclomethasone","D005938","Glucocorticoids"
"681","Beclomethasone","D018927","Anti-Asthmatic Agents"
"682","Carisoprodol","D009125","Muscle Relaxants, Central"
"683","Progesterone","D011372","Progestins"
"684","Phenylpropanolamine","D000316","Adrenergic alpha-Agonists"
"685","Phenylpropanolamine","D001067","Appetite Depressants"
"686","Phenylpropanolamine","D013566","Sympathomimetics"
"687","Phenylpropanolamine","D014663","Nasal Decongestants"
"688","sorafenib","D000970","Antineoplastic Agents"
"689","sorafenib","D047428","Protein Kinase Inhibitors"
"690","Nisoldipine","D000959","Antihypertensive Agents"
"691","Nisoldipine","D002121","Calcium Channel Blockers"
"692","Nisoldipine","D014665","Vasodilator Agents"
"693","Eszopiclone","D006993","Hypnotics and Sedatives"
"694","Alprazolam","D006993","Hypnotics and Sedatives"
"695","Alprazolam","D014151","Anti-Anxiety Agents"
"696","Alprazolam","D018757","GABA Modulators"
"697","dexbrompheniramine","D006634","Histamine H1 Antagonists"
"698","ardeparin","D000925","Anticoagulants"
"699","ardeparin","D005343","Fibrinolytic Agents"
"700","Loxapine","D014150","Antipsychotic Agents"
"701","Loxapine","D018492","Dopamine Antagonists"
"702","Remoxipride","D014150","Antipsychotic Agents"
"703","Remoxipride","D018492","Dopamine Antagonists"
"704","Mupirocin","D000900","Anti-Bacterial Agents"
"705","Mupirocin","D011500","Protein Synthesis Inhibitors"
"706","Carbachol","D002316","Cardiotonic Agents"
"707","Carbachol","D008916","Miotics"
"708","Carbachol","D018679","Cholinergic Agonists"
"709","Carbachol","D018712","Analgesics, Non-Narcotic"
"710","rosiglitazone","D007004","Hypoglycemic Agents"
"711","Pramipexole","D000975","Antioxidants"
"712","Pramipexole","D000978","Antiparkinson Agents"
"713","Pramipexole","D018491","Dopamine Agonists"
"714","Ampicillin","D000900","Anti-Bacterial Agents"
"715","Penicillin","N0000003506","Gram-Negative Bacterial Infections"
"716","Penicillin","N0000003507","Gram-Positive Bacterial Infections"
"717","Penicillin","N0000001610","Hypersensitivity"
"718","Penicillin","N0000002803","Spirochaetales Infections"
"719","Penicillin","N0000179370","Penicillin"
"720","Penicillin","N0000010215","Transpeptidase Inhibitors"
"721","Penicillin","N0000008479","Decreased Cell Wall Synthesis & Repair"
"722","Secobarbital","D000759","Adjuvants, Anesthesia"
"723","Secobarbital","D006993","Hypnotics and Sedatives"
"724","Secobarbital","D018757","GABA Modulators"
"725","Miglustat","D004791","Enzyme Inhibitors"
"726","Miglustat","D019380","Anti-HIV Agents"
"727","Promazine","D000932","Antiemetics"
"728","Promazine","D014150","Antipsychotic Agents"
"729","Promazine","D018492","Dopamine Antagonists"
"730","Spironolactone","D000451","Mineralocorticoid Receptor Antagonists"
"731","Spironolactone","D004232","Diuretics"
"732","Methylphenidate","D000697","Central Nervous System Stimulants"
"733","Methylphenidate","D018765","Dopamine Uptake Inhibitors"
"734","Methocarbamol","D009125","Muscle Relaxants, Central"
"735","Hyoscyamine","D000759","Adjuvants, Anesthesia"
"736","Hyoscyamine","D000889","Anti-Arrhythmia Agents"
"737","Hyoscyamine","D001993","Bronchodilator Agents"
"738","Hyoscyamine","D009184","Mydriatics"
"739","Hyoscyamine","D010276","Parasympatholytics"
"740","Hyoscyamine","D018727","Muscarinic Antagonists"
"741","zolpidem","D006993","Hypnotics and Sedatives"
"742","zolpidem","D058785","GABA-A Receptor Agonists"
"743","famciclovir","D000998","Antiviral Agents"
"744","Triprolidine","D006634","Histamine H1 Antagonists"
"745","Triprolidine","D018926","Anti-Allergic Agents"
"746","Streptozocin","D000903","Antibiotics, Antineoplastic"
"747","Carboprost","D000020","Abortifacient Agents, Nonsteroidal"
"748","Carboprost","D010120","Oxytocics"
"749","Carboprost","G02AD","Prostaglandins"
"750","Carboprost","N0000000268","Abortion, Spontaneous"
"751","Carboprost","N0000000894","Cystitis"
"752","Carboprost","N0000000999","Drug Hypersensitivity"
"753","Carboprost","N0000001484","Postpartum Hemorrhage"
"754","Carboprost","N0000010195","Pregnancy"
"755","Carboprost","N0000003091","Uterine Hemorrhage"
"756","Carboprost","N0000175454","Prostaglandin Analog"
"757","Carboprost","N0000175454","Prostaglandin Analog"
"758","Carboprost","N0000005780","Carboprost"
"759","Carboprost","N0000007706","Prostaglandins"
"760","Carboprost","N0000007706","Prostaglandins"
"761","Carboprost","N0000000131","Prostaglandin Receptor Interactions"
"762","Carboprost","N0000009526","Increased Prostaglandin Activity"
"763","Carboprost","N0000009705","Increased Uterine Smooth Muscle Contraction or Tone"
"764","Trifluridine","D000963","Antimetabolites"
"765","Trifluridine","D000998","Antiviral Agents"
"766","Prochlorperazine","D000932","Antiemetics"
"767","Prochlorperazine","D014150","Antipsychotic Agents"
"768","Prochlorperazine","D018492","Dopamine Antagonists"
"769","Cyproheptadine","D000982","Antipruritics"
"770","Cyproheptadine","D005765","Gastrointestinal Agents"
"771","Cyproheptadine","D006634","Histamine H1 Antagonists"
"772","Cyproheptadine","D012702","Serotonin Antagonists"
"773","Cyproheptadine","D018926","Anti-Allergic Agents"
"774","Bendroflumethiazide","D000959","Antihypertensive Agents"
"775","Bendroflumethiazide","D004232","Diuretics"
"776","Bendroflumethiazide","D049993","Sodium Chloride Symporter Inhibitors"
"777","Allopurinol","D000963","Antimetabolites"
"778","Allopurinol","D004791","Enzyme Inhibitors"
"779","Allopurinol","D006074","Gout Suppressants"
"780","Allopurinol","D016166","Free Radical Scavengers"
"781","Ceftazidime","D000900","Anti-Bacterial Agents"
"782","Trimethoprim","D000892","Anti-Infective Agents, Urinary"
"783","Trimethoprim","D000962","Antimalarials"
"784","Trimethoprim","D005493","Folic Acid Antagonists"
"785","gemcitabine","D000964","Antimetabolites, Antineoplastic"
"786","gemcitabine","D000998","Antiviral Agents"
"787","gemcitabine","D004791","Enzyme Inhibitors"
"788","gemcitabine","D007166","Immunosuppressive Agents"
"789","gemcitabine","D011838","Radiation-Sensitizing Agents"
"790","entecavir","D000998","Antiviral Agents"
"791","Betamethasone","D000893","Anti-Inflammatory Agents"
"792","Betamethasone","D005938","Glucocorticoids"
"793","Betamethasone","D018927","Anti-Asthmatic Agents"
"794","Teniposide","D000970","Antineoplastic Agents"
"795","Teniposide","D059005","Topoisomerase II Inhibitors"
"796","Epirubicin","D000903","Antibiotics, Antineoplastic"
"797","Epirubicin","D059005","Topoisomerase II Inhibitors"
"798","Chloramphenicol","D000900","Anti-Bacterial Agents"
"799","Chloramphenicol","D011500","Protein Synthesis Inhibitors"
"800","lansoprazole","D000897","Anti-Ulcer Agents"
"801","lansoprazole","D054328","Proton Pump Inhibitors"
"802","Dipivefrin","D000322","Adrenergic Agonists"
"803","Droperidol","D000759","Adjuvants, Anesthesia"
"804","Droperidol","D000932","Antiemetics"
"805","Droperidol","D014150","Antipsychotic Agents"
"806","Droperidol","D018492","Dopamine Antagonists"
"807","Framycetin","D000900","Anti-Bacterial Agents"
"808","Loratadine","D000982","Antipruritics"
"809","Loratadine","D018926","Anti-Allergic Agents"
"810","Loratadine","D039563","Histamine H1 Antagonists, Non-Sedating"
"811","Prazosin","D000959","Antihypertensive Agents"
"812","Prazosin","D058668","Adrenergic alpha-1 Receptor Antagonists"
"813","Imipramine","D000929","Antidepressive Agents, Tricyclic"
"814","Imipramine","D018759","Adrenergic Uptake Inhibitors"
"815","Acitretin","D007641","Keratolytic Agents"
"816","Verteporfin","D017319","Photosensitizing Agents"
"817","nabumetone","D052246","Cyclooxygenase 2 Inhibitors"
"818","Sodium","N0000007201","Sodium"
"819","Ketorolac","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"820","Ketorolac","D016861","Cyclooxygenase Inhibitors"
"821","Enoxacin","D000900","Anti-Bacterial Agents"
"822","Enoxacin","D059005","Topoisomerase II Inhibitors"
"823","Quinine","D000962","Antimalarials"
"824","Quinine","D009125","Muscle Relaxants, Central"
"825","Quinine","D018712","Analgesics, Non-Narcotic"
"826","tenoxicam","D000894","Anti-Inflammatory Agents, Non-Steroidal"
